gid,geom,cod_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
"3917",MULTIPOINT(-63.9472252989631 -31.3419860203389),"14",Córdoba,Río Primero,"14105190",Montecristo,Localidad simple,"0479",Montecristo,"140917",Monte Cristo,"-31.341986","-63.947225","-31º20'31""","-63º56'50""",INDEC
"3918",MULTIPOINT(-63.410365748629 -30.7812923950995),"14",Córdoba,Río Primero,"14105200",Obispo Trejo,Localidad simple,"1048",Obispo Trejo,"140924",Obispo Trejo,"-30.781292","-63.410366","-30º46'53""","-63º24'37""",INDEC
"3919",MULTIPOINT(-63.75767305543 -31.3005997390951),"14",Córdoba,Río Primero,"14105210",Piquillín,Localidad simple,"1132",Piquillín,"140931",Piquillín,"-31.300600","-63.757673","-31º18' 2""","-63º45'28""",INDEC
"3920",MULTIPOINT(-63.2606882348996 -30.9783551069074),"14",Córdoba,Río Primero,"14105220",Plaza de Mercedes,Localidad simple,"5270",Plaza de Mercedes,"142714",Plaza de Mercedes,"-30.978355","-63.260688","-30º58'42""","-63º15'38""",INDEC
"3921",MULTIPOINT(-63.6053259903679 -31.1714887271348),"14",Córdoba,Río Primero,"14105230",Pueblo Comechingones,Localidad simple,"2386",Pueblo Comechingones,"142644",Comechingones,"-31.171489","-63.605326","-31º10'17""","-63º36'19""",INDEC
"3922",MULTIPOINT(-63.6185723754357 -31.3338717909147),"14",Córdoba,Río Primero,"14105240",Río Primero,Localidad simple,"0438",Río Primero,"140938",Río Primero,"-31.333872","-63.618572","-31º20' 2""","-63º37' 7""",INDEC
"3923",MULTIPOINT(-63.4454333541882 -31.2893272904957),"14",Córdoba,Río Primero,"14105250",Sagrada Familia,Localidad simple,"5235",Sagrada Familia,"142721",Sagrada Familia,"-31.289327","-63.445433","-31º17'22""","-63º26'44""",INDEC
"3924",MULTIPOINT(-63.3994126020727 -31.1535276572799),"14",Córdoba,Río Primero,"14105260",Santa Rosa de Río Primero,Localidad simple,"0396",Santa Rosa de Río Primero,"140945",Santa Rosa de Río Primero,"-31.153528","-63.399413","-31º 9'13""","-63º23'58""",INDEC
"3925",MULTIPOINT(-63.1171529409041 -30.8937076951316),"14",Córdoba,Río Primero,"14105270",Villa Fontana,Localidad simple,"1441",Villa Fontana,"140952",Villa Fontana,"-30.893708","-63.117153","-30º53'37""","-63º 7' 2""",INDEC
"3973",MULTIPOINT(-63.9321618756654 -30.0955838474018),"14",Córdoba,Río Seco,"14112010",Cerro Colorado,Localidad simple,"5222",Cerro Colorado,"142735",Cerro Colorado,"-30.095584","-63.932162","-30º 5'44""","-63º55'56""",INDEC
"3974",MULTIPOINT(-63.852734229904 -29.9984049797927),"14",Córdoba,Río Seco,"14112020",Chañar Viejo,Localidad simple,"5286",Chañar Viejo,"142742",Chañar Viejo,"-29.998405","-63.852734","-29º59'54""","-63º51'10""",INDEC
"3975",MULTIPOINT(-63.5908148033366 -29.9247382174977),"14",Córdoba,Río Seco,"14112030",Eufrasio Loza,Localidad simple,"2426",Eufrasio Loza (Est. Candelaria Norte),"142749",Eufrasio Loza,"-29.924738","-63.590815","-29º55'29""","-63º35'27""",INDEC
"3976",MULTIPOINT(-63.5151526051883 -29.7208999948053),"14",Córdoba,Río Seco,"14112040",Gutemberg,Localidad simple,"2345",Gutemberg,"142756",Gutemberg,"-29.720900","-63.515153","-29º43'15""","-63º30'55""",INDEC
"3977",MULTIPOINT(-62.9456689848744 -30.1840040500828),"14",Córdoba,Río Seco,"14112050",La Rinconada,Localidad simple,"7306",La Rinconada,"142763",La Rinconada,"-30.184004","-62.945669","-30º11' 2""","-62º56'44""",INDEC
"3978",MULTIPOINT(-63.6282467011945 -29.8024626093423),"14",Córdoba,Río Seco,"14112060",Los Hoyos,Localidad simple,"7328",Los Hoyos,"142770",Los Hoyos,"-29.802463","-63.628247","-29º48' 9""","-63º37'42""",INDEC
"3979",MULTIPOINT(-63.4263595745392 -30.270528696975),"14",Córdoba,Río Seco,"14112070",Puesto de Castro,Localidad simple,"5207",Puesto de Castro,"142777",Puesto de Castro,"-30.270529","-63.426360","-30º16'14""","-63º25'35""",INDEC
"3980",MULTIPOINT(-63.8236025574958 -30.0729914011542),"14",Córdoba,Río Seco,"14112080",Rayo Cortado,Localidad simple,"2335",Rayo Cortado,"142784",Rayo Cortado,"-30.072991","-63.823603","-30º 4'23""","-63º49'25""",INDEC
"3981",MULTIPOINT(-63.5606880209918 -29.6983650219047),"14",Córdoba,Río Seco,"14112090",San Pedro de Gütemberg,Localidad simple,"7307",San Pedro de Gutemberg,"142756",Gutemberg,"-29.698365","-63.560688","-29º41'54""","-63º33'38""",INDEC
"3982",MULTIPOINT(-63.8429027103488 -30.1157068581505),"14",Córdoba,Río Seco,"14112100",Santa Elena,Localidad simple,"5213",Santa Elena,"142791",Santa Elena,"-30.115707","-63.842903","-30º 6'57""","-63º50'34""",INDEC
"3983",MULTIPOINT(-63.5924899770234 -30.1604055143282),"14",Córdoba,Río Seco,"14112110",Sebastián Elcano,Localidad simple,"0920",Sebastián Elcano,"140959",Sebastián Elcano,"-30.160406","-63.592490","-30º 9'37""","-63º35'33""",INDEC
"3984",MULTIPOINT(-65.0271160699905 -32.2181458260519),"14",Córdoba,San Javier,"14133105",Loma Bola,Localidad simple,"7351",,"141127",La Paz,"-32.218146","-65.027116","-32º13' 5""","-65º 1'38""",INDEC
"3985",MULTIPOINT(-63.3551261194399 -29.8129102449212),"14",Córdoba,Río Seco,"14112120",Villa Candelaria,Localidad simple,"7317",Villa Candelaria,"142798",Villa Candelaria Norte,"-29.812910","-63.355126","-29º48'46""","-63º21'18""",INDEC
"3986",MULTIPOINT(-63.7225619706298 -29.9065231333502),"14",Córdoba,Río Seco,"14112130",Villa de María,Localidad simple,"0707",Villa de María,"140966",Villa de María,"-29.906523","-63.722562","-29º54'23""","-63º43'21""",INDEC
"4018",MULTIPOINT(-63.1990430194773 -31.6688571350915),"14",Córdoba,Río Segundo,"14119010",Calchín,Localidad simple,"0858",Calchín,"140973",Calchín,"-31.668857","-63.199043","-31º40' 8""","-63º11'57""",INDEC
"4019",MULTIPOINT(-63.2777859929812 -31.8625489348075),"14",Córdoba,Río Segundo,"14119020",Calchín Oeste,Localidad simple,"1472",Calchín Oeste,"140980",Calchín Oeste,"-31.862549","-63.277786","-31º51'45""","-63º16'40""",INDEC
"4020",MULTIPOINT(-63.3431450430554 -31.5076796457479),"14",Córdoba,Río Segundo,"14119030",Capilla del Carmen,Localidad simple,"2430",Capilla del Carmen,"140987",Capilla del Carmen,"-31.507680","-63.343145","-31º30'28""","-63º20'35""",INDEC
"4021",MULTIPOINT(-63.1173981360837 -31.8737148813053),"14",Córdoba,Río Segundo,"14119040",Carrilobo,Localidad simple,"0977",Carrilobo,"140994",Carrilobo,"-31.873715","-63.117398","-31º52'25""","-63º 7' 3""",INDEC
"4022",MULTIPOINT(-63.382678347758 -31.9645614307766),"14",Córdoba,Río Segundo,"14119050",Colazo,Localidad simple,"1044",Colazo,"141001",Colazo,"-31.964561","-63.382678","-31º57'52""","-63º22'58""",INDEC
"4023",MULTIPOINT(-63.5035080788882 -31.917276973402),"14",Córdoba,Río Segundo,"14119060",Colonia Videla,Localidad simple,"7319",Colonia Videla,"142805",Colonia Videla,"-31.917277","-63.503508","-31º55' 2""","-63º30'13""",INDEC
"4024",MULTIPOINT(-63.7588686595111 -31.6453192327198),"14",Córdoba,Río Segundo,"14119070",Costasacate,Localidad simple,"1125",Costasacate,"141008",Costasacate,"-31.645319","-63.758869","-31º38'43""","-63º45'32""",INDEC
"4025",MULTIPOINT(-63.6500834674981 -31.7984738110307),"14",Córdoba,Río Segundo,"14119080",Impira,Localidad simple,"2379",Impira,"142812",Impira,"-31.798474","-63.650083","-31º47'55""","-63º39' 0""",INDEC
"4026",MULTIPOINT(-63.8003265395626 -31.7756994528712),"14",Córdoba,Río Segundo,"14119090",Laguna Larga,Localidad simple,"0355",Laguna Larga,"141015",Laguna Larga,"-31.775699","-63.800327","-31º46'33""","-63º48' 1""",INDEC
"4027",MULTIPOINT(-63.4506365754631 -31.8313962124571),"14",Córdoba,Río Segundo,"14119100",Las Junturas,Localidad simple,"0948",Las Junturas,"141022",Las Junturas,"-31.831396","-63.450637","-31º49'53""","-63º27' 2""",INDEC
"4028",MULTIPOINT(-63.3305013185176 -31.4025299098834),"14",Córdoba,Río Segundo,"14119110",Los Chañaritos,Localidad simple,"2428",Los Chañaritos,"142819",Los Chañaritos,"-31.402530","-63.330501","-31º24' 9""","-63º19'50""",INDEC
"4029",MULTIPOINT(-63.3450817196133 -31.6477262893289),"14",Córdoba,Río Segundo,"14119120",Luque,Localidad simple,"0498",Luque,"141029",Luque,"-31.647726","-63.345082","-31º38'52""","-63º20'42""",INDEC
"4030",MULTIPOINT(-63.7475580132549 -31.8457573204536),"14",Córdoba,Río Segundo,"14119130",Manfredi,Localidad simple,"1337",Manfredi,"141036",Manfredi,"-31.845757","-63.747558","-31º50'45""","-63º44'51""",INDEC
"4031",MULTIPOINT(-63.5107183510823 -31.7147105639053),"14",Córdoba,Río Segundo,"14119140",Matorrales,Localidad simple,"1391",Matorrales,"141043",Matorrales,"-31.714711","-63.510718","-31º42'53""","-63º30'39""",INDEC
"4032",MULTIPOINT(-63.6820214046002 -31.9134321040175),"14",Córdoba,Río Segundo,"14119150",Oncativo,Localidad simple,"0214",Oncativo,"141050",Oncativo,"-31.913432","-63.682021","-31º54'48""","-63º40'55""",INDEC
"4033",MULTIPOINT(-63.8823958396944 -31.6812652365216),"14",Córdoba,Río Segundo,"14119160",Pilar,Componente de localidad compuesta,"0104",Río Segundo - Pilar,"141057",Pilar,"-31.681265","-63.882396","-31º40'53""","-63º52'57""",INDEC
"4034",MULTIPOINT(-62.9193087987189 -32.0213365761411),"14",Córdoba,Río Segundo,"14119170",Pozo del Molle,Localidad simple,"0443",Pozo del Molle,"141064",Pozo del Molle,"-32.021337","-62.919309","-32º 1'17""","-62º55'10""",INDEC
"4035",MULTIPOINT(-63.6170204307722 -31.5958596466896),"14",Córdoba,Río Segundo,"14119180",Rincón,Localidad simple,"2364",Rincón,"142826",Rincón,"-31.595860","-63.617020","-31º35'45""","-63º37' 1""",INDEC
"4036",MULTIPOINT(-63.9118628433508 -31.6501527589151),"14",Córdoba,Río Segundo,"14119190",Río Segundo,Componente de localidad compuesta,"0104",Río Segundo - Pilar,"141071",Río Segundo,"-31.650153","-63.911863","-31º39' 1""","-63º54'43""",INDEC
"4037",MULTIPOINT(-63.4196375028441 -31.3859854153174),"14",Córdoba,Río Segundo,"14119200",Santiago Temple,Localidad simple,"0850",Santiago Temple,"141078",Santiago Temple,"-31.385985","-63.419638","-31º23'10""","-63º25'11""",INDEC
"4038",MULTIPOINT(-63.5356973192876 -31.5541005001809),"14",Córdoba,Río Segundo,"14119210",Villa del Rosario,Localidad simple,"0211",Villa del Rosario,"141085",Villa del Rosario,"-31.554101","-63.535697","-31º33'15""","-63º32' 9""",INDEC
"4075",MULTIPOINT(-65.0539521564899 -31.4905410001863),"14",Córdoba,San Alberto,"14126010",Ambul,Localidad simple,"2317",Ambul,"142833",Ambul,"-31.490541","-65.053952","-31º29'26""","-65º 3'14""",INDEC
"4076",MULTIPOINT(-65.0043489052346 -31.7625990511637),"14",Córdoba,San Alberto,"14126020",Arroyo Los Patos,Localidad simple,"5263",Arroyo Los Patos,"142840",Arroyo Los Patos,"-31.762599","-65.004349","-31º45'45""","-65º 0'16""",INDEC
"4077",MULTIPOINT(-64.9590610159456 -31.8441063111975),"14",Córdoba,San Alberto,"14126030",El Huayco,Localidad simple,"2423",El Huayco,"142847",Las Calles,"-31.844106","-64.959061","-31º50'39""","-64º57'33""",INDEC
"4078",MULTIPOINT(-65.3757647254068 -31.6670967761045),"14",Córdoba,San Alberto,"14126040",La Cortadera,Localidad simple,"5229",La Cortadera,"141106",San Pedro,"-31.667097","-65.375765","-31º40' 2""","-65º22'33""",INDEC
"4079",MULTIPOINT(-64.9714250809717 -31.8240438502066),"14",Córdoba,San Alberto,"14126050",Las Calles,Localidad simple,"2374",Las Calles,"142847",Las Calles,"-31.824044","-64.971425","-31º49'27""","-64º58'17""",INDEC
"4080",MULTIPOINT(-65.3215440672105 -31.662073057063),"14",Córdoba,San Alberto,"14126060",Las Oscuras,Localidad simple,"7308",Las Oscuras,"141106",San Pedro,"-31.662073","-65.321544","-31º39'43""","-65º19'18""",INDEC
"4081",MULTIPOINT(-64.9798804026096 -31.8535617455815),"14",Córdoba,San Alberto,"14126070",Las Rabonas,Localidad simple,"2367",Las Rabonas,"142854",Las Rabonas,"-31.853562","-64.979880","-31º51'13""","-64º58'48""",INDEC
"4082",MULTIPOINT(-65.2385153367666 -31.9268613908626),"14",Córdoba,San Alberto,"14126080",Los Callejones,Localidad simple,"2368",Los Callejones,"141106",San Pedro,"-31.926861","-65.238515","-31º55'37""","-65º14'19""",INDEC
"4084",MULTIPOINT(-65.0050003391732 -31.7294276425479),"14",Córdoba,San Alberto,"14126090",Mina Clavero,Componente de localidad compuesta,"0275",Mina Clavero - Villa Cura Brochero,"141092",Mina Clavero,"-31.729428","-65.005000","-31º43'46""","-65º 0'18""",INDEC
"4085",MULTIPOINT(-65.0660065327235 -31.4362627833818),"14",Córdoba,San Alberto,"14126100",Mussi,Localidad simple,"5252",Mussi,"142833",Ambul,"-31.436263","-65.066007","-31º26'11""","-65º 3'58""",INDEC
"4086",MULTIPOINT(-65.0024987775972 -31.7972046987647),"14",Córdoba,San Alberto,"14126110",Nono,Localidad simple,"1611",Nono,"141099",Nono,"-31.797205","-65.002499","-31º47'50""","-65º 0' 9""",INDEC
"4087",MULTIPOINT(-65.0549532916181 -31.6329535992682),"14",Córdoba,San Alberto,"14126120",Panaholma,Localidad simple,"5242",Panaholma,"142861",Panaholma,"-31.632954","-65.054953","-31º37'59""","-65º 3'18""",INDEC
"4088",MULTIPOINT(-64.9907662423538 -31.8346565279653),"14",Córdoba,San Alberto,"14126130",San Huberto,Localidad simple,"5220",San Huberto,"141099",Nono,"-31.834657","-64.990766","-31º50' 5""","-64º59'27""",INDEC
"4089",MULTIPOINT(-65.0177209944746 -31.6709196641921),"14",Córdoba,San Alberto,"14126140",San Lorenzo,Localidad simple,"2337",San Lorenzo,"142868",San Lorenzo,"-31.670920","-65.017721","-31º40'15""","-65º 1' 4""",INDEC
"4090",MULTIPOINT(-65.4774666180145 -31.8855360346355),"14",Córdoba,San Alberto,"14126150",San Martín,Localidad simple,"5236",San Martín,"142875",San Vicente,"-31.885536","-65.477467","-31º53' 8""","-65º28'39""",INDEC
"4091",MULTIPOINT(-65.2188678499261 -31.936473984733),"14",Córdoba,San Alberto,"14126160",San Pedro,Componente de localidad compuesta,"0079",Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas,"141106",San Pedro,"-31.936474","-65.218868","-31º56'11""","-65º13' 8""",INDEC
"4092",MULTIPOINT(-65.4294743566709 -31.8505569701892),"14",Córdoba,San Alberto,"14126170",San Vicente,Localidad simple,"2381",San Vicente,"142875",San Vicente,"-31.850557","-65.429474","-31º51' 2""","-65º25'46""",INDEC
"4093",MULTIPOINT(-65.1669344809326 -31.9126732261672),"14",Córdoba,San Alberto,"14126180",Sauce Arriba,Localidad simple,"2309",Sauce Arriba,"142882",Sauce Arriba,"-31.912673","-65.166934","-31º54'46""","-65º10' 1""",INDEC
"4094",MULTIPOINT(-65.1575153036313 -31.6292099118455),"14",Córdoba,San Alberto,"14126190",Tasna,Localidad simple,"5240",Tasna,"140000",sin gobierno local,"-31.629210","-65.157515","-31º37'45""","-65º 9'27""",INDEC
"4095",MULTIPOINT(-65.0186063890249 -31.7064607252407),"14",Córdoba,San Alberto,"14126200",Villa Cura Brochero,Componente de localidad compuesta,"0275",Mina Clavero - Villa Cura Brochero,"141113",Villa Cura Brochero,"-31.706461","-65.018606","-31º42'23""","-65º 1' 7""",INDEC
"4096",MULTIPOINT(-65.1930983136866 -31.9362411067801),"14",Córdoba,San Alberto,"14126210",Villa Sarmiento,Componente de localidad compuesta,"0079",Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas,"141120",Villa Sarmiento,"-31.936241","-65.193098","-31º56'10""","-65º11'35""",INDEC
"4141",MULTIPOINT(-65.2294604480298 -32.0773534684113),"14",Córdoba,San Javier,"14133010",Conlara,Localidad simple,"2419",Conlara,"142889",Conlara,"-32.077353","-65.229460","-32º 4'38""","-65º13'46""",INDEC
"4142",MULTIPOINT(-65.0302356038627 -32.2782735084109),"14",Córdoba,San Javier,"14133030",Cruz Caña,Localidad simple,"5238",Cruz Caña,"141127",La Paz,"-32.278274","-65.030236","-32º16'42""","-65º 1'49""",INDEC
"4143",MULTIPOINT(-64.9906709368335 -31.8697888090684),"14",Córdoba,San Javier,"14133040",Dos Arroyos,Localidad simple,"5247",Dos Arroyos,"142917",Los Hornillos,"-31.869789","-64.990671","-31º52'11""","-64º59'26""",INDEC
"4144",MULTIPOINT(-64.9901631942309 -31.8832711073882),"14",Córdoba,San Javier,"14133050",El Pantanillo,Localidad simple,"7329",El Pantanillo,"142917",Los Hornillos,"-31.883271","-64.990163","-31º52'60""","-64º59'25""",INDEC
"4145",MULTIPOINT(-65.0482645389526 -32.2175253164184),"14",Córdoba,San Javier,"14133060",La Paz,Localidad simple,"1334",La Paz,"141127",La Paz,"-32.217525","-65.048265","-32º13' 3""","-65º 2'54""",INDEC
"4146",MULTIPOINT(-65.0296172538922 -32.0662526110844),"14",Córdoba,San Javier,"14133070",La Población,Localidad simple,"2441",La Población,"142896",La Población,"-32.066253","-65.029617","-32º 3'59""","-65º 1'47""",INDEC
"4147",MULTIPOINT(-65.0365453881714 -32.2987223170822),"14",Córdoba,San Javier,"14133080",La Ramada,Localidad simple,"5253",La Ramada,"141127",La Paz,"-32.298722","-65.036545","-32º17'55""","-65º 2'12""",INDEC
"4148",MULTIPOINT(-65.04368346574 -32.1145572309961),"14",Córdoba,San Javier,"14133090",La Travesía,Localidad simple,"2346",La Travesía,"142924",Luyaba,"-32.114557","-65.043683","-32º 6'52""","-65º 2'37""",INDEC
"4149",MULTIPOINT(-65.0300157535211 -32.2424318902705),"14",Córdoba,San Javier,"14133095",Las Chacras,Localidad simple,"7350",,"141127",La Paz,"-32.242432","-65.030016","-32º14'33""","-65º 1'48""",INDEC
"4150",MULTIPOINT(-65.0979661107353 -31.9530536443256),"14",Córdoba,San Javier,"14133100",Las Tapias,Componente de localidad compuesta,"0079",Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas,"142903",Las Tapias,"-31.953054","-65.097966","-31º57'11""","-65º 5'53""",INDEC
"4151",MULTIPOINT(-65.4446382249255 -31.9726991999298),"14",Córdoba,San Javier,"14133110",Los Cerrillos,Localidad simple,"0975",Los Cerrillos,"142910",Los Cerrillos,"-31.972699","-65.444638","-31º58'22""","-65º26'41""",INDEC
"4152",MULTIPOINT(-64.9897549355372 -31.9033424679416),"14",Córdoba,San Javier,"14133120",Los Hornillos,Localidad simple,"1567",Los Hornillos,"142917",Los Hornillos,"-31.903342","-64.989755","-31º54'12""","-64º59'23""",INDEC
"4153",MULTIPOINT(-65.0208775826493 -31.9644480891008),"14",Córdoba,San Javier,"14133130",Los Molles,Localidad simple,"5205",Los Molles,"141148",Villa de las Rosas,"-31.964448","-65.020878","-31º57'52""","-65º 1'15""",INDEC
"4154",MULTIPOINT(-65.0584825688048 -32.149721185195),"14",Córdoba,San Javier,"14133150",Luyaba,Localidad simple,"1528",Luyaba,"142924",Luyaba,"-32.149721","-65.058483","-32º 8'59""","-65º 3'31""",INDEC
"4155",MULTIPOINT(-65.0304651990798 -32.2571422950774),"14",Córdoba,San Javier,"14133155",Quebracho Ladeado,Localidad simple,"7352",,"141127",La Paz,"-32.257142","-65.030465","-32º15'26""","-65º 1'50""",INDEC
"4156",MULTIPOINT(-65.0342796996513 -31.9121534666504),"14",Córdoba,San Javier,"14133160",Quebrada de los Pozos,Localidad simple,"2390",Quebrada de los Pozos,"141148",Villa de las Rosas,"-31.912153","-65.034280","-31º54'44""","-65º 2' 3""",INDEC
"4157",MULTIPOINT(-65.0302683672552 -32.0264696508263),"14",Córdoba,San Javier,"14133170",San Javier y Yacanto,Localidad simple,"1317",San Javier y Yacanto,"141134",San Javier y Yacanto,"-32.026470","-65.030268","-32º 1'35""","-65º 1'49""",INDEC
"4158",MULTIPOINT(-65.311804300483 -31.9565012680285),"14",Córdoba,San Javier,"14133180",San José,Localidad simple,"1464",San José,"141141",San José,"-31.956501","-65.311804","-31º57'23""","-65º18'42""",INDEC
"4160",MULTIPOINT(-65.0521153383701 -31.9470865391281),"14",Córdoba,San Javier,"14133190",Villa de las Rosas,Componente de localidad compuesta,"0079",Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas,"141148",Villa de las Rosas,"-31.947087","-65.052115","-31º56'50""","-65º 3' 8""",INDEC
"4161",MULTIPOINT(-65.1902396962461 -31.9449767629495),"14",Córdoba,San Javier,"14133200",Villa Dolores,Componente de localidad compuesta,"0079",Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas,"141155",Villa Dolores,"-31.944977","-65.190240","-31º56'42""","-65º11'25""",INDEC
"4162",MULTIPOINT(-65.0354683666353 -31.8720410450866),"14",Córdoba,San Javier,"14133210",Villa La Viña,Localidad simple,"5208",Villa La Viña,"141148",Villa de las Rosas,"-31.872041","-65.035468","-31º52'19""","-65º 2' 8""",INDEC
"4202",MULTIPOINT(-62.4642457689622 -31.9388472282911),"14",Córdoba,San Justo,"14140010",Alicia,Localidad simple,"0702",Alicia,"141162",Alicia,"-31.938847","-62.464246","-31º56'20""","-62º27'51""",INDEC
"4203",MULTIPOINT(-62.3383686273189 -30.9571805127438),"14",Córdoba,San Justo,"14140020",Altos de Chipión,Localidad simple,"1041",Altos de Chipión,"141169",Altos de Chipión,"-30.957181","-62.338369","-30º57'26""","-62º20'18""",INDEC
"4204",MULTIPOINT(-63.0507025887566 -31.4192297658795),"14",Córdoba,San Justo,"14140030",Arroyito,Localidad simple,"0165",Arroyito,"141176",Arroyito,"-31.419230","-63.050703","-31º25' 9""","-63º 3' 3""",INDEC
"4205",MULTIPOINT(-62.6653740889213 -31.0128513966305),"14",Córdoba,San Justo,"14140040",Balnearia,Localidad simple,"0433",Balnearia,"141183",Balnearia,"-31.012851","-62.665374","-31º 0'46""","-62º39'55""",INDEC
"4206",MULTIPOINT(-62.0431067348053 -30.8664795793171),"14",Córdoba,San Justo,"14140050",Brinkmann,Localidad simple,"0329",Brinkmann,"141190",Brinkmann,"-30.866480","-62.043107","-30º51'59""","-62º 2'35""",INDEC
"4207",MULTIPOINT(-62.2343229967618 -31.1199281862336),"14",Córdoba,San Justo,"14140060",Colonia Anita,Localidad simple,"7309",Colonia Anita,"142931",Colonia Anita,"-31.119928","-62.234323","-31º 7'12""","-62º14' 4""",INDEC
"4208",MULTIPOINT(-62.1124344158168 -30.5252374883065),"14",Córdoba,San Justo,"14140070",Colonia 10 de Julio,Localidad simple,"5244",Colonia 10 de Julio,"140000",sin gobierno local,"-30.525237","-62.112434","-30º31'31""","-62º 6'45""",INDEC
"4209",MULTIPOINT(-62.9253190838096 -31.2456220192228),"14",Córdoba,San Justo,"14140080",Colonia Las Pichanas,Localidad simple,"7333",Colonia Las Pichanas,"142945",Colonia Las Pichanas,"-31.245622","-62.925319","-31º14'44""","-62º55'31""",INDEC
"4210",MULTIPOINT(-62.3639059540432 -31.2487600057487),"14",Córdoba,San Justo,"14140090",Colonia Marina,Localidad simple,"1279",Colonia Marina,"141197",Colonia Marina,"-31.248760","-62.363906","-31º14'56""","-62º21'50""",INDEC
"4211",MULTIPOINT(-62.3653398615241 -31.628704305652),"14",Córdoba,San Justo,"14140100",Colonia Prosperidad,Localidad simple,"2372",Colonia Prosperidad,"141204",Colonia Prosperidad,"-31.628704","-62.365340","-31º37'43""","-62º21'55""",INDEC
"4212",MULTIPOINT(-62.7237040838575 -31.5279083667905),"14",Córdoba,San Justo,"14140110",Colonia San Bartolomé,Localidad simple,"1302",Colonia San Bartolomé,"141211",Colonia San Bartolomé,"-31.527908","-62.723704","-31º31'40""","-62º43'25""",INDEC
"4213",MULTIPOINT(-61.9179292375864 -30.7830908239828),"14",Córdoba,San Justo,"14140120",Colonia San Pedro,Localidad simple,"5264",Colonia San Pedro,"142952",Colonia San Pedro,"-30.783091","-61.917929","-30º46'59""","-61º55' 5""",INDEC
"4214",MULTIPOINT(-62.4285031451636 -31.6078812032969),"14",Córdoba,San Justo,"14140130",Colonia Santa María,Localidad simple,"5262",Colonia Santa María,"141204",Colonia Prosperidad,"-31.607881","-62.428503","-31º36'28""","-62º25'43""",INDEC
"4215",MULTIPOINT(-62.234464021568 -31.0536627278608),"14",Córdoba,San Justo,"14140140",Colonia Valtelina,Localidad simple,"2418",Colonia Valtelina,"142959",Colonia Valtelina,"-31.053663","-62.234464","-31º 3'13""","-62º14' 4""",INDEC
"4216",MULTIPOINT(-61.9566136513492 -30.8414191623266),"14",Córdoba,San Justo,"14140150",Colonia Vignaud,Localidad simple,"1467",Colonia Vignaud,"141218",Colonia Vignaud,"-30.841419","-61.956614","-30º50'29""","-61º57'24""",INDEC
"4217",MULTIPOINT(-62.3062226981478 -31.4017821576289),"14",Córdoba,San Justo,"14140160",Devoto,Localidad simple,"0418",Devoto,"141225",Devoto,"-31.401782","-62.306223","-31º24' 6""","-62º18'22""",INDEC
"4218",MULTIPOINT(-62.8896267547148 -31.7430345251192),"14",Córdoba,San Justo,"14140170",El Arañado,Localidad simple,"1086",El Arañado,"141232",El Arañado,"-31.743035","-62.889627","-31º44'35""","-62º53'23""",INDEC
"4219",MULTIPOINT(-62.3001762961842 -31.966920207134),"14",Córdoba,San Justo,"14140180",El Fortín,Localidad simple,"1180",El Fortín,"141239",El Fortín,"-31.966920","-62.300176","-31º58' 1""","-62º18' 1""",INDEC
"4220",MULTIPOINT(-62.9737012437578 -31.4037063130894),"14",Córdoba,San Justo,"14140190",El Fuertecito,Localidad simple,"2371",El Fuertecito,"141176",Arroyito,"-31.403706","-62.973701","-31º24'13""","-62º58'25""",INDEC
"4221",MULTIPOINT(-62.8281977015565 -31.3854205210761),"14",Córdoba,San Justo,"14140200",El Tío,Localidad simple,"1035",El Tío,"141246",El Tío,"-31.385421","-62.828198","-31º23' 8""","-62º49'42""",INDEC
"4222",MULTIPOINT(-62.1337539789747 -31.3051847581533),"14",Córdoba,San Justo,"14140210",Estación Luxardo,Localidad simple,"2431",Estación Luxardo,"142966",Plaza Luxardo,"-31.305185","-62.133754","-31º18'19""","-62º 8' 2""",INDEC
"4223",MULTIPOINT(-62.1103101028249 -31.2078362692456),"14",Córdoba,San Justo,"14140215",Colonia Iturraspe,Localidad simple,"7347",Colonia Iturraspe,"142938",Colonia Iturraspe,"-31.207836","-62.110310","-31º12'28""","-62º 6'37""",INDEC
"4224",MULTIPOINT(-62.0963188452224 -31.1645722575347),"14",Córdoba,San Justo,"14140220",Freyre,Localidad simple,"0404",Freyre,"141253",Freyre,"-31.164572","-62.096319","-31º 9'52""","-62º 5'47""",INDEC
"4225",MULTIPOINT(-62.6332175393621 -31.4062958702974),"14",Córdoba,San Justo,"14140230",La Francia,Localidad simple,"0587",La Francia,"141260",La Francia,"-31.406296","-62.633218","-31º24'23""","-62º37'60""",INDEC
"4226",MULTIPOINT(-62.2161123144661 -30.9092897447442),"14",Córdoba,San Justo,"14140240",La Paquita,Localidad simple,"1418",La Paquita,"141267",La Paquita,"-30.909290","-62.216112","-30º54'33""","-62º12'58""",INDEC
